ad-name;target;Hypothesis 1;Hypothesis 2;Hypothesis 3;Teaser;English;French;video;campaign 1;campaign 2;campaign 3;initial exposure;returning after interaction;returning after video;entrepreneur (audience);Cost;Impressions;Post shares;Post reactions;Post comments;Link clicks;Post engagements;Landing page views;Three-second video views;Video watches at 50%;Video watches at 75%;Video watches at 95%;Video watches at 100%
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;int-entrepreneur-can-all-45-54;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.11;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;int-entrepreneur-can-all-45-54;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.05;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.14;35;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0.07;13;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.13;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.07;14;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;39;0;0;0;0;61;0;0;0;1;1;0;0;5;2.54;356;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;39;0;0;0;61;0;0;0;1;1;0;0;5;2.23;278;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;38;0;0;0;0;60;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;38;0;0;0;60;0;0;0;1;1;0;0;5;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;38;0;0;60;0;0;0;1;1;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;41;0;0;0;0;63;0;0;0;1;1;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;41;0;0;0;63;0;0;0;1;1;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;41;0;0;63;0;0;0;1;1;0;0;5;0.02;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.13;17;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.42;53;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.16;32;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.05;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.09;19;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;33;0;0;0;0;55;0;0;0;1;1;0;0;5;0.05;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;33;0;0;0;55;0;0;0;1;1;0;0;5;0.4;54;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;33;0;0;55;0;0;0;1;1;0;0;5;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0.38;92;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.14;18;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.77;111;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.11;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.16;23;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.03;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;38;0;0;0;0;60;0;0;0;1;1;0;0;5;10.11;1046;0;0;0;10;10;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;38;0;0;0;60;0;0;0;1;1;0;0;5;1.57;175;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;int-entrepreneur-can-all-55-64;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.18;29;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.02;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;int-entrepreneur-can-all-55-64;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.02;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.06;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.14;17;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.47;40;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;39;0;0;0;0;61;0;0;0;1;1;0;0;5;4.41;371;1;1;0;2;4;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;39;0;0;0;61;0;0;0;1;1;0;0;5;3.39;271;0;0;0;5;5;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;38;0;0;60;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;41;0;0;0;0;63;0;0;0;1;1;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;41;0;0;0;63;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.47;49;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.17;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0.01;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.02;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.03;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;33;0;0;0;0;55;0;0;0;1;1;0;0;5;0.03;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;33;0;0;0;55;0;0;0;1;1;0;0;5;0.31;37;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;33;0;0;55;0;0;0;1;1;0;0;5;0.01;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;39;0;0;0;0;61;0;0;0;1;1;0;0;5;0.09;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;39;0;0;0;61;0;0;0;1;1;0;0;5;0.16;21;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;39;0;0;61;0;0;0;1;1;0;0;5;0.17;18;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.03;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.45;35;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.08;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;38;0;0;0;0;60;0;0;0;1;1;0;0;5;9.88;774;0;2;0;9;11;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;38;0;0;0;60;0;0;0;1;1;0;0;5;0.59;49;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;int-entrepreneur-can-all-65+;37;0;0;0;0;59;0;0;0;1;1;0;0;5;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;int-entrepreneur-can-all-65+;0;37;0;0;0;59;0;0;0;1;1;0;0;5;0.03;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;int-entrepreneur-can-all-65+;0;0;37;0;0;59;0;0;0;1;1;0;0;5;0.02;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.51;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;1;0;0;2.07;56;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.6;14;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;1;0;0;0.22;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;1;0;0;0.81;28;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;1;0;0;0.12;7;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;1;0;0;3.29;130;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;1;0;0;2.93;109;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;38;0;0;0;0;60;0;0;0;1;0;1;0;0;0.12;5;0;1;0;0;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;38;0;0;0;60;0;0;0;1;0;1;0;0;0.58;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;38;0;0;60;0;0;0;1;0;1;0;0;0.19;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;41;0;0;0;0;63;0;0;0;1;0;1;0;0;0.33;14;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;41;0;0;0;63;0;0;0;1;0;1;0;0;1.3;62;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;41;0;0;63;0;0;0;1;0;1;0;0;0.89;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;1;0;0;1.22;66;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;1;0;0;2.68;179;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.42;26;0;1;0;0;1;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.21;7;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.69;32;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;1;0;0;0.07;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;1;0;0;1.15;54;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;33;0;0;0;0;55;0;0;0;1;0;1;0;0;0.62;20;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;33;0;0;0;55;0;0;0;1;0;1;0;0;4.25;86;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;33;0;0;55;0;0;0;1;0;1;0;0;0.05;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;1;0;0;1.8;104;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;1;0;0;2.36;36;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;1;0;0;1.71;77;0;1;0;0;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;1;0;0;1.92;30;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;1;0;0;3.16;67;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.41;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;38;0;0;0;0;60;0;0;0;1;0;1;0;0;5.57;149;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;38;0;0;0;60;0;0;0;1;0;1;0;0;0.81;28;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_interaction-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.29;19;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.11;14;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_interaction-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.64;59;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.18;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.03;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;1;0;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;1;0;0;0.35;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;1;0;0;0.48;14;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;38;0;0;60;0;0;0;1;0;1;0;0;0.04;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;41;0;0;0;63;0;0;0;1;0;1;0;0;0.21;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.03;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.04;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.02;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.13;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;39;0;0;61;0;0;0;1;0;1;0;0;0.03;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;33;0;0;0;55;0;0;0;1;0;1;0;0;0.05;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;1;0;0;0.39;42;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;1;0;0;0.07;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;39;0;0;61;0;0;0;1;0;1;0;0;0.37;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;1;0;0;2.39;47;0;0;0;4;4;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.97;17;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.28;20;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;38;0;0;0;0;60;0;0;0;1;0;1;0;0;0.32;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;38;0;0;0;60;0;0;0;1;0;1;0;0;0.22;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_interaction-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.22;11;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_interaction-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.42;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;ret_interaction-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.26;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_interaction-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.37;15;0;0;0;0;0;0;0;0;0;0;0
